id,label,icd_code,mesh_code
DOID:0080324,tuberous sclerosis 1,,C565346
DOID:0080325,tuberous sclerosis 2,,C566021
DOID:0080326,familial hypertrophic cardiomyopathy,,D024741
DOID:0080332,bicuspid aortic valve disease,,D000082882
DOID:0080344,blepharocheilodontic syndrome,,C536188
DOID:0080349,developmental and epileptic encephalopathy 39,,C567847
DOID:0080350,retinitis pigmentosa 77,H35.5,
DOID:0080351,CLOVES syndrome,Q87.3,
DOID:0080361,trimethylaminuria,,C536561
DOID:0080365,endometrial hyperplasia,,D004714
DOID:0080395,orofacial cleft 1,,C566121
DOID:0080396,orofacial cleft 2,,C566419
DOID:0080397,orofacial cleft 3,,C563448
DOID:0080398,orofacial cleft 4,,C564251
DOID:0080399,orofacial cleft 5,,C563843
DOID:0080400,orofacial cleft 7,,C563464
DOID:0080402,orofacial cleft 9,,C563675
DOID:0080403,orofacial cleft 10,,C566605
DOID:0080404,orofacial cleft 11,,C567410
DOID:0080405,orofacial cleft 12,,C567548
DOID:0080410,familial adenomatous polyposis 2,D12.6,
DOID:0080474,pustular psoriasis 14,L40.1,
DOID:0080494,ovarian dysgenesis 2,,C564499
DOID:0080533,Carney-Stratakis syndrome,,C564650
DOID:0080539,PEHO syndrome,,C536317
DOID:0080543,hyperprolinemia type 2,,C538385
DOID:0080544,hyper IgM syndrome,D80.5,D053306
DOID:0080549,Noonan syndrome with multiple lentigines 2,,C537117
DOID:0080551,Naxos disease,,C538346
DOID:0080576,"spondyloepimetaphyseal dysplasia, Genevieve-type",,C535785
DOID:0080579,3-methylcrotonyl-CoA carboxylase 1 deficiency,,C535308
DOID:0080580,3-methylcrotonyl-CoA carboxylase 2 deficiency,,C535309
DOID:0080583,"Wolfram syndrome, mitochondrial form",,C564012
DOID:0080600,COVID-19,U07.1,D000086382
DOID:0080629,alopecia-mental retardation syndrome 2,,C563668
DOID:0080653,urolithiasis,,D052878
DOID:0080664,diaphyseal medullary stenosis with malignant fibrous histiocytoma,,C536169
DOID:0080666,warfarin sensitivity,,C567080
DOID:0080678,mucolipidosis III gamma,,C565367
DOID:0080688,mosaic variegated aneuploidy syndrome,,C536987
DOID:0080694,Galloway-Mowat syndrome,,C537548
DOID:0080695,Burn-McKeown syndrome,,C537411
DOID:0080696,Winchester syndrome,,C536709
DOID:0080699,glutathione synthetase deficiency,,C536835
DOID:0080718,GNE myopathy,,C536816
DOID:0080718,GNE myopathy,,C538329
DOID:0080725,BASAN syndrome,,C537659
DOID:0080740,Libman-Sacks endocarditis,M32.11,
DOID:0080741,limbic encephalitis,,D020363
DOID:0080744,antisynthetase syndrome,,C537778
DOID:0080745,polymyositis,,D017285
DOID:0080746,Sweet syndrome,,D016463
DOID:0080747,chronic urticaria,,D000080223
DOID:0080750,erythema nodosum,,D004893
DOID:0080768,pyridoxine-dependent epilepsy,,C536254
DOID:0080775,complete androgen insensitivity syndrome,E34.51,D013734
DOID:0080779,plasmablastic lymphoma,,D000069293
DOID:0080784,urinary tract infection,N39.0,D014552
DOID:0080799,sinonasal undifferentiated carcinoma,,C537344
DOID:0080808,mammary analogue secretory carcinoma,,D000069295
DOID:0080833,laryngomalacia,Q31.5,
DOID:0080842,intracranial meningioma,,D008579
DOID:0080844,omodysplasia 1,,C537746
DOID:0080845,omodysplasia 2,,C567664
DOID:0080846,latent autoimmune diabetes in adults,,D000071698
DOID:0080850,pemphigus foliaceus,L10.2,D010392
DOID:0080852,paraneoplastic pemphigus,L10.81,
DOID:0080883,vitamin D-dependent rickets,E55.0,
DOID:0080903,"embryonal tumor with multilayered rosettes, C19MC-altered",,D018242
DOID:0080909,castration-resistant prostate carcinoma,,D064129
DOID:0080912,cerebrooculofacioskeletal syndrome 2,,C565185
DOID:0080913,cerebrooculofacioskeletal syndrome 3,,C565035
DOID:0080914,cerebrooculofacioskeletal syndrome 4,,C565184
DOID:0080915,histiocytic sarcoma,,D054747
DOID:0080918,polymicrogyria,,D065706
DOID:0080933,immunoglobulin light chain amyloidosis,E85.81,D000075363
DOID:0080936,serum amyloid A amyloidosis,E85.3,
DOID:0080940,hereditary angioedema type III,,D056828
DOID:0080941,acquired angioedema,,C538173
DOID:0080942,anauxetic dysplasia,,C538256
DOID:0080947,acute flaccid myelitis,,C000629404
DOID:0080990,King Denborough syndrome,,C536883
DOID:0080998,acute necrotizing pancreatitis,,D019283
DOID:0080999,acute hemorrhagic pancreatitis,,D000081032
DOID:0081021,Tukel syndrome,,C536925
DOID:0081022,retinal cone dystrophy 3B,,C563678
DOID:0081023,retinal cone dystrophy 4,,C566470
DOID:0081024,retinal cone dystrophy 1,,C566719
DOID:0081025,retinal cone dystrophy 3A,,C566483
DOID:0081044,frontonasal dysplasia,,C538065
DOID:0081057,gestational diabetes insipidus,,C548014
DOID:0081058,dipsogenic diabetes insipidus,,C548013
DOID:0081082,acute myelomonocytic leukemia,C92.5,D015479
DOID:0081085,acute myeloid leukemia with minimal differentiation,C92.0,
DOID:0081086,acute myeloid leukemia without maturation,C92.0,D015470
DOID:0081087,acute myeloid leukemia with maturation,C92.0,D015470
DOID:0081100,spastic paraplegia with deafness,,C536692
DOID:0081108,keratosis palmoplantaris striata 1,,C536162
DOID:0081109,keratosis palmoplantaris striata 2,,C565102
DOID:0081110,keratosis palmoplantaris striata 3,,C536163
DOID:0081120,Graves ophthalmopathy,,D049970
DOID:0081122,Catel Manzke syndrome,,C535347
DOID:0081267,graft-versus-host disease,,D006086
DOID:0081307,lymphomatoid granulomatosis,C83.8,D008230
DOID:0081312,T-cell non-Hodgkin lymphoma,,D016399
DOID:0081329,glycogen storage disease I,E74.01,D005953
DOID:0081453,Dent disease 1,,C538212
DOID:0081454,Dent disease 2,,C564487
DOID:0090001,Fraser syndrome,Q87.0,D058497
DOID:0090002,Tietz syndrome,,C536919
DOID:0090003,agenesis of the corpus callosum with peripheral neuropathy,G60.0,
DOID:0090004,progressive pseudorheumatoid arthropathy of childhood,Q77.7,
DOID:0090005,Schwartz-Jampel syndrome 1,G71.1,
DOID:0090006,renal coloboma syndrome,Q60.4,
DOID:0090007,immunodeficiency-centromeric instability-facial anomalies syndrome,D84.8,
DOID:0090008,immunodeficiency-centromeric instability-facial anomalies syndrome 1,D84.8,
DOID:0090009,immunodeficiency-centromeric instability-facial anomalies syndrome 2,D84.8,
DOID:0090010,immunodeficiency-centromeric instability-facial anomalies syndrome 3,D84.8,
DOID:0090011,immunodeficiency-centromeric instability-facial anomalies syndrome 4,D84.8,
DOID:0090012,severe combined immunodeficiency with sensitivity to ionizing radiation,D81.1,C537589
DOID:0090013,"severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, Nk cell-positive",D81.1,C563311
DOID:0090014,"severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-positive, Nk cell-positive",D81.2,C563822
DOID:0090015,Cenani-Lenz syndactyly syndrome,Q78.4,
DOID:0090016,chromosome 5q deletion syndrome,D46.7,C535323
DOID:0090017,epidermolysis bullosa simplex with muscular dystrophy,Q81.0,
DOID:0090018,autosomal dominant familial periodic fever,E85.0,
DOID:0090019,sitosterolemia 1,,C537345
DOID:0090020,split hand-foot malformation,,C574275
DOID:0090021,split hand-foot malformation 1,Q71.6,
DOID:0090022,split hand-foot malformation 5,,C574275
DOID:0090023,split hand-foot malformation 4,,C574275
DOID:0090024,split hand-foot malformation 1 with sensorineural hearing loss,Q87.2,
DOID:0090025,split hand-foot malformation 3,,C574275
DOID:0090026,split hand-foot malformation 6,,C574275
DOID:0090027,split hand-foot malformation 2,,C574275
DOID:0090028,familial isolated deficiency of vitamin E,,C535393
DOID:0090029,CINCA Syndrome,E85.0,
DOID:0090030,corticosteroid-binding globulin deficiency,E27.8,C565152
DOID:0090031,D-bifunctional protein deficiency,E71.3,
DOID:0090032,Silverman-Handmaker type dyssegmental dysplasia,Q77.7,
DOID:0090033,myoclonic dystonia,,C536096
DOID:0090034,myoclonic dystonia 11,G24.1,
DOID:0090037,torsion dystonia 13,G24.1,
DOID:0090038,torsion dystonia 2,G24.1,
DOID:0090039,torsion dystonia 6,G24.1,
DOID:0090041,torsion dystonia 4,G24.1,
DOID:0090042,torsion dystonia 17,G24.1,
DOID:0090043,dystonia 5,G24.1,
DOID:0090044,dystonia 9,G24.8,
DOID:0090045,glucose transporter type 1 deficiency syndrome 2,G24.8,C564288
DOID:0090046,dystonia 21,G24.1,
DOID:0090047,paroxysmal nonkinesigenic dyskinesia 2,G24.8,C567001
DOID:0090048,dystonia 16,G24.1,C567430
DOID:0090049,paroxysmal nonkinesigenic dyskinesia 1,G24.8,
DOID:0090050,dystonia 27,G24.1,
DOID:0090051,dystonia 23,G24.8,
DOID:0090052,dystonia 24,G24.8,
DOID:0090053,episodic kinesigenic dyskinesia 1,G24.8,
DOID:0090054,episodic kinesigenic dyskinesia 2,G24.8,C567026
DOID:0090055,dystonia 25,G24.1,
DOID:0090056,dystonia 12,G24.1,C538001
DOID:0090057,X-linked dystonia-parkinsonism,G24.1,
DOID:0090058,torsion dystonia with onset in infancy,G24.1,C536969
DOID:0090059,enhanced S-cone syndrome,,C564835
DOID:0090060,Wolcott-Rallison syndrome,E13,C536739
DOID:0090061,familial cold autoinflammatory syndrome,L50.2,
DOID:0090062,familial cold autoinflammatory syndrome 1,L50.2,
DOID:0090063,familial cold autoinflammatory syndrome 2,,C567090
DOID:0090064,familial cold autoinflammatory syndrome 3,L50.2,
DOID:0090065,familial cold autoinflammatory syndrome 4,L50.2,
DOID:0090066,Fanconi-like syndrome,,C536855
DOID:0090067,Fuhrmann syndrome,Q74.8,C538189
DOID:0090068,giant axonal neuropathy 1,,D056768
DOID:0090070,hypogonadotropic hypogonadism,E23.0,
DOID:0090071,hypogonadotropic hypogonadism 11 with or without anosmia,E23.0,
DOID:0090072,hypogonadotropic hypogonadism 12 with or without anosmia,E23.0,
DOID:0090073,hypogonadotropic hypogonadism 13 with or without anosmia,E23.0,
DOID:0090074,hypogonadotropic hypogonadism 8 with or without anosmia,E23.0,
DOID:0090075,hypogonadotropic hypogonadism 15 with or without anosmia,E23.0,
DOID:0090076,hypogonadotropic hypogonadism 18 with or without anosmia,E23.0,
DOID:0090077,hypogonadotropic hypogonadism 4 with or without anosmia,E23.0,
DOID:0090078,hypogonadotropic hypogonadism 7 with or without anosmia,E23.0,
DOID:0090079,hypogonadotropic hypogonadism 17 with or without anosmia,E23.0,
DOID:0090080,hypogonadotropic hypogonadism 16 with or without anosmia,E23.0,
DOID:0090081,hypogonadotropic hypogonadism 22 with or without anosmia,E23.0,
DOID:0090082,hypogonadotropic hypogonadism 20 with or without anosmia,E23.0,
DOID:0090083,hypogonadotropic hypogonadism 2 with or without anosmia,E23.0,
DOID:0090084,hypogonadotropic hypogonadism 5 with or without anosmia,E23.0,
DOID:0090085,hypogonadotropic hypogonadism 9 with or without anosmia,E23.0,
DOID:0090086,hypogonadotropic hypogonadism 6 with or without anosmia,E23.0,
DOID:0090087,hypogonadotropic hypogonadism 14 with or without anosmia,E23.0,
DOID:0090088,hypogonadotropic hypogonadism 24 without anosmia,E23.6,
DOID:0090089,hypogonadotropic hypogonadism 10 with or without anosmia,E23.0,
DOID:0090090,hypogonadotropic hypogonadism 19 with or without anosmia,E23.0,
DOID:0090091,hypogonadotropic hypogonadism 23 with or without anosmia,Q56.1,
DOID:0090092,hypogonadotropic hypogonadism 3 with or without anosmia,E23.0,
DOID:0090093,hypogonadotropic hypogonadism 21 with or without anosmia,E23.0,
DOID:0090094,hypogonadotropic hypogonadism 1 with or without anosmia,E23.0,
DOID:0090100,ocular albinism with sensorineural deafness,E70.3,
DOID:0090101,lethal congenital glycogen storage disease of heart,E74.0+,
DOID:0090101,lethal congenital glycogen storage disease of heart,G73.6*,
DOID:0090102,autosomal dominant macrothrombocytopenia TUBB1-related,D69.4,
DOID:0090103,Huntington's disease-like 1,G10,
DOID:0090104,Huntington's disease-like 2,G10,
DOID:0090105,autosomal recessive hypercholesterolemia,E78.0,
DOID:0090106,BH4-deficient hyperphenylalaninemia A,,C535325
DOID:0090109,autosomal dominant hypocalcemia,E20.8,
DOID:0090110,immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome,E31.0,C580192
DOID:0090111,PCWH syndrome,E75.2,
DOID:0090112,Nasu-Hakola disease,,C536329
DOID:0090113,RIDDLE syndrome,D82.8,C567453
DOID:0090115,spinocerebellar ataxia with axonal neuropathy 1,G60.2,
DOID:0090116,spondylocarpotarsal synostosis syndrome,Q76.4,
DOID:0090117,thiamine-responsive megaloblastic anemia syndrome,,C536510
DOID:0090118,congenital amegakaryocytic thrombocytopenia,,C535982
DOID:0090119,ankyloblepharon-ectodermal defects-cleft lip/palate syndrome,,C535289
DOID:0090120,hereditary neutrophilia,,C563010
DOID:0090122,aromatase excess syndrome,E30.1,
DOID:0090123,aromatic L-amino acid decarboxylase deficiency,E70.81,C537437
DOID:0090124,neurogenic-type arthrogryposis multiplex congenita-2,,C536614
DOID:0090126,branched-chain keto acid dehydrogenase kinase deficiency,E71.1,
DOID:0090127,camptodactyly-arthropathy-coxa vara-pericarditis syndrome,,C537560
DOID:0090128,Carvajal syndrome,,C535581
DOID:0090129,carnitine palmitoyltransferase I deficiency,E71.3,
DOID:0090130,cortical dysplasia-focal epilepsy syndrome,Q04.8,C567657
DOID:0090137,complex cortical dysplasia with other brain malformations 1,Q04.3,
DOID:0090139,cortisone reductase deficiency,,C536447
DOID:0090142,cystathioninuria,E72.19,C535408
DOID:0090143,brachyolmia-amelogenesis imperfecta syndrome,Q76.3,
DOID:0090144,Donnai-Barrow syndrome,,C536390
DOID:0090145,dopamine beta-hydroxylase deficiency,,C535600
DOID:0110002,3-methylglutaconic aciduria type 1,,C562801
DOID:0110005,Leber congenital amaurosis 9,H35.5,
DOID:0110006,3-methylglutaconic aciduria type 4,,C565393
DOID:0110007,achromatopsia 2,,C536128
DOID:0110008,achromatopsia 3,,C536129
DOID:0110010,achromatopsia 4,,C564206
DOID:0110016,Leber congenital amaurosis 2,H35.5,
DOID:0110029,alpha thalassemia-intellectual disability syndrome type 1,D56.0,
DOID:0110030,alpha thalassemia-X-linked intellectual disability syndrome,D56.0,
DOID:0110031,hemoglobin H disease,D56.0,
DOID:0110035,Alzheimer's disease 2,G30,
DOID:0110037,Alzheimer's disease 5,G30,
DOID:0110038,Alzheimer's disease 6,G30,
DOID:0110039,Alzheimer's disease 7,G30,
DOID:0110041,Alzheimer's disease 8,G30,
DOID:0110043,Alzheimer's disease 10,G30,
DOID:0110044,Alzheimer's disease 11,G30,
DOID:0110045,Alzheimer's disease 12,G30,
DOID:0110046,Alzheimer's disease 13,G30,
DOID:0110047,Alzheimer's disease 14,G30,
DOID:0110048,Alzheimer's disease 15,G30,
DOID:0110052,amelogenesis imperfecta type 1B,K00.5,
DOID:0110053,amelogenesis imperfecta type 4,K00.5,
DOID:0110054,amelogenesis imperfecta type 1A,K00.5,
DOID:0110055,amelogenesis imperfecta type 3A,K00.5,
DOID:0110056,amelogenesis imperfecta type 1C,K00.5,
DOID:0110057,amelogenesis imperfecta type 2A1,K00.5,
DOID:0110058,amelogenesis imperfecta type 1E,K00.5,
DOID:0110059,X-linked amelogenesis imperfecta hypoplastic/hypomaturation 2,K00.5,
DOID:0110060,amelogenesis imperfecta hypomaturation type 2A2,K00.5,
DOID:0110061,amelogenesis imperfecta hypomaturation type 2A3,K00.5,
DOID:0110062,amelogenesis imperfecta hypomaturation type 2A4,K00.5,
DOID:0110063,amelogenesis imperfecta hypomaturation type 2A5,K00.5,
DOID:0110064,amelogenesis imperfecta type 1H,K00.5,
DOID:0110065,amelogenesis imperfecta type 1F,K00.5,
DOID:0110066,amelogenesis imperfecta type 1G,K00.5,
DOID:0110070,arrhythmogenic right ventricular dysplasia 1,I42.8,C536932
DOID:0110070,arrhythmogenic right ventricular dysplasia 1,Q24.8,C536932
DOID:0110072,arrhythmogenic right ventricular dysplasia 3,I42.8,
DOID:0110073,arrhythmogenic right ventricular dysplasia 4,I42.8,
DOID:0110074,arrhythmogenic right ventricular dysplasia 5,I42.8,
DOID:0110075,arrhythmogenic right ventricular dysplasia 6,I42.8,
DOID:0110076,arrhythmogenic right ventricular dysplasia 8,I42.8,
DOID:0110077,arrhythmogenic right ventricular dysplasia 9,I42.8,
DOID:0110078,Leber congenital amaurosis 1,H35.5,
DOID:0110079,Leber congenital amaurosis 8,H35.5,
DOID:0110080,Leber congenital amaurosis 12,H35.5,C565697
DOID:0110081,arrhythmogenic right ventricular dysplasia 10,I42.8,
DOID:0110082,arrhythmogenic right ventricular dysplasia 11,I42.8,
DOID:0110083,arrhythmogenic right ventricular dysplasia 12,I42.8,
DOID:0110084,arrhythmogenic right ventricular dysplasia 13,I42.8,
DOID:0110085,asphyxiating thoracic dystrophy 1,Q77.2,
DOID:0110086,asphyxiating thoracic dystrophy 2,Q77.2,C566982
DOID:0110087,asphyxiating thoracic dystrophy 3,Q77.2,
DOID:0110088,asphyxiating thoracic dystrophy 4,Q77.2,
DOID:0110089,asphyxiating thoracic dystrophy 5,Q77.2,
DOID:0110090,short-rib thoracic dysplasia 7 with or without polydactyly,Q77.2,
DOID:0110091,short-rib thoracic dysplasia 10 with or without polydactyly,Q77.2,
DOID:0110091,short-rib thoracic dysplasia 10 with or without polydactyly,Q87.5,
DOID:0110092,short-rib thoracic dysplasia 6 with or without polydactyly,Q77.2,
DOID:0110093,short-rib thoracic dysplasia 13 with or without polydactyly,Q77.2,
DOID:0110094,short-rib thoracic dysplasia 8 with or without polydactyly,Q77.2,
DOID:0110095,short-rib thoracic dysplasia 11 with or without polydactyly,Q77.2,
DOID:0110096,short-rib thoracic dysplasia 14 with polydactyly,Q04.3,
DOID:0110097,short-rib thoracic dysplasia 9 with or without polydactyly,Q87.5,
DOID:0110106,atrial heart septal defect 1,Q21.1,
DOID:0110107,atrial heart septal defect 2,Q21.1,
DOID:0110108,atrial heart septal defect 3,Q21.1,
DOID:0110109,atrial heart septal defect 4,Q21.1,
DOID:0110110,atrial heart septal defect 5,Q21.1,
DOID:0110111,atrial heart septal defect 6,Q21.1,
DOID:0110112,atrial heart septal defect 7,Q21.1,
DOID:0110113,atrial heart septal defect 8,Q21.1,
DOID:0110114,atrial heart septal defect 9,Q21.1,
DOID:0110115,autoimmune lymphoproliferative syndrome type 2A,D47.9,C565833
DOID:0110116,autoimmune lymphoproliferative syndrome type 2B,D47.9,
DOID:0110117,autoimmune lymphoproliferative syndrome type 4,D72.8,
DOID:0110118,Leber congenital amaurosis 16,H35.5,
DOID:0110120,Axenfeld-Rieger syndrome type 1,Q13.8,
DOID:0110121,Axenfeld-Rieger syndrome type 2,Q13.8,
DOID:0110122,Axenfeld-Rieger syndrome type 3,Q13.8,
DOID:0110123,Bardet-Biedl syndrome 1,Q87.89,C537909
DOID:0110124,Bardet-Biedl syndrome 2,Q87.89,C537910
DOID:0110125,Bardet-Biedl syndrome 3,Q87.89,C537911
DOID:0110126,Bardet-Biedl syndrome 4,Q87.89,C537912
DOID:0110127,Bardet-Biedl syndrome 5,Q87.89,
DOID:0110128,Bardet-Biedl syndrome 6,Q87.89,C565738
DOID:0110129,Bardet-Biedl syndrome 7,Q87.89,C565916
DOID:0110130,Bardet-Biedl syndrome 8,Q87.89,C565917
DOID:0110131,Bardet-Biedl syndrome 9,Q87.89,C565918
DOID:0110132,Bardet-Biedl syndrome 10,Q87.89,C565919
DOID:0110133,Bardet-Biedl syndrome 11,Q87.89,C565920
DOID:0110134,Bardet-Biedl syndrome 12,Q87.89,C565921
DOID:0110135,Bardet-Biedl syndrome 13,Q87.89,C567140
DOID:0110136,Bardet-Biedl syndrome 14,Q87.89,C567141
DOID:0110137,Bardet-Biedl syndrome 15,Q87.89,
DOID:0110138,Bardet-Biedl syndrome 16,Q87.89,
DOID:0110139,Bardet-Biedl syndrome 17,Q87.89,
DOID:0110140,Bardet-Biedl syndrome 18,Q87.89,
DOID:0110141,Bardet-Biedl syndrome 19,Q87.89,
DOID:0110142,Bartter disease type 1,E26.8,
DOID:0110143,Bartter disease type 2,E26.8,
DOID:0110144,Bartter disease type 3,E26.8,
DOID:0110145,Bartter disease type 4a,E26.8,
DOID:0110146,Bartter disease type 4b,E26.8,
DOID:0110147,Bartter disease type 5,E26.8,
DOID:0110148,Charcot-Marie-Tooth disease type 1A,G60.0,
DOID:0110149,Charcot-Marie-Tooth disease type 1F,G60.0,
DOID:0110150,Charcot-Marie-Tooth disease type 1D,G60.0,C537985
DOID:0110151,Charcot-Marie-Tooth disease type 1C,G60.0,C537984
DOID:0110152,Charcot-Marie-Tooth disease type 1B,G60.0,
DOID:0110153,Charcot-Marie-Tooth disease type 1E,G60.0,
DOID:0110154,Charcot-Marie-Tooth disease type 2A1,G60.0,
DOID:0110155,Charcot-Marie-Tooth disease type 2A2A,G60.0,
DOID:0110156,Charcot-Marie-Tooth disease type 2B1,G60.0,C537990
DOID:0110157,Charcot-Marie-Tooth disease type 2J,G60.0,
DOID:0110158,Charcot-Marie-Tooth disease type 2I,G60.0,C535416
DOID:0110159,Charcot-Marie-Tooth disease type 2B,G60.0,C537989
DOID:0110160,Charcot-Marie-Tooth disease axonal type 2T,G60.0,
DOID:0110161,Charcot-Marie-Tooth disease type 2R,G60.0,
DOID:0110163,Charcot-Marie-Tooth disease axonal type 2F,G60.0,
DOID:0110164,Charcot-Marie-Tooth disease type 2D,G60.0,
DOID:0110165,Charcot-Marie-Tooth disease type 2E,G60.0,
DOID:0110166,Charcot-Marie-Tooth disease axonal type 2H,G60.0,
DOID:0110167,Charcot-Marie-Tooth disease axonal type 2K,G60.0,
DOID:0110168,Charcot-Marie-Tooth disease type 2Y,G60.0,
DOID:0110169,Charcot-Marie-Tooth disease axonal type 2P,G60.0,
DOID:0110170,Charcot-Marie-Tooth disease axonal type 2Q,G60.0,
DOID:0110173,Charcot-Marie-Tooth disease axonal type 2U,G60.0,
DOID:0110174,Charcot-Marie-Tooth disease axonal type 2L,G60.0,
DOID:0110175,Charcot-Marie-Tooth disease axonal type 2O,G60.0,
DOID:0110177,Charcot-Marie-Tooth disease axonal type 2N,G60.0,
DOID:0110179,Charcot-Marie-Tooth disease type 2B2,G60.0,C537991
DOID:0110182,Charcot-Marie-Tooth disease axonal type 2C,G60.0,
DOID:0110183,Charcot-Marie-Tooth disease type 4C,G60.0,
DOID:0110184,Charcot-Marie-Tooth disease type 4J,G60.0,
DOID:0110185,Charcot-Marie-Tooth disease type 4A,G60.0,C535419
DOID:0110186,Charcot-Marie-Tooth disease type 4D,G60.0,
DOID:0110187,Charcot-Marie-Tooth disease type 4K,G60.0,
DOID:0110188,Leber congenital amaurosis 14,H35.5,C567636
DOID:0110189,Leber congenital amaurosis 15,H35.5,
DOID:0110190,Charcot-Marie-Tooth disease type 4B2,G60.0,C535421
DOID:0110191,Charcot-Marie-Tooth disease type 4B1,G60.0,C535420
DOID:0110192,Charcot-Marie-Tooth disease type 4H,G60.0,
DOID:0110193,Charcot-Marie-Tooth disease type 4F,G60.0,
DOID:0110194,Charcot-Marie-Tooth disease type 4B3,G60.0,
DOID:0110195,Charcot-Marie-Tooth disease type 4E,G60.0,
DOID:0110196,Charcot-Marie-Tooth disease type 4G,G60.0,
DOID:0110197,Charcot-Marie-Tooth disease dominant intermediate B,G60.0,C564703
DOID:0110198,Charcot-Marie-Tooth disease recessive intermediate C,G60.0,
DOID:0110199,Charcot-Marie-Tooth disease dominant intermediate C,G60.0,C564257
DOID:0110200,Charcot-Marie-Tooth disease dominant intermediate D,G60.0,C564333
DOID:0110201,Charcot-Marie-Tooth disease recessive intermediate A,,C564256
DOID:0110202,Charcot-Marie-Tooth disease dominant intermediate A,G60.0,C564702
DOID:0110203,Charcot-Marie-Tooth disease recessive intermediate D,G60.0,
DOID:0110204,Charcot-Marie-Tooth disease recessive intermediate B,G60.0,
DOID:0110205,Charcot-Marie-Tooth disease dominant intermediate E,G60.0,
DOID:0110206,Charcot-Marie-Tooth disease dominant intermediate F,G60.0,
DOID:0110207,Charcot-Marie-Tooth disease X-linked dominant 6,G60.0,
DOID:0110208,Charcot-Marie-Tooth disease X-linked recessive 2,G60.0,C535302
DOID:0110209,Charcot-Marie-Tooth disease X-linked dominant 1,G60.0,
DOID:0110210,Charcot-Marie-Tooth disease X-linked recessive 5,G60.0,
DOID:0110211,Charcot-Marie-Tooth disease X-linked recessive 3,G60.0,C535303
DOID:0110212,Charcot-Marie-Tooth disease X-linked recessive 4,G60.0,
DOID:0110213,isolated cleft palate,Q35.1,
DOID:0110213,isolated cleft palate,Q35.3,
DOID:0110213,isolated cleft palate,Q35.5,
DOID:0110213,isolated cleft palate,Q35.7,
DOID:0110213,isolated cleft palate,Q35.9,
DOID:0110214,cleft soft palate,Q35.3,C562950
DOID:0110215,Leber congenital amaurosis 5,H35.5,
DOID:0110216,Leber congenital amaurosis 11,H35.5,C564140
DOID:0110217,Leber congenital amaurosis 17,H35.5,
DOID:0110218,Brugada syndrome 1,I49.8,
DOID:0110219,Brugada syndrome 2,I49.8,C567087
DOID:0110220,Brugada syndrome 3,I49.8,C567509
DOID:0110221,Brugada syndrome 4,I49.8,C567508
DOID:0110222,Brugada syndrome 5,I49.8,C567556
DOID:0110223,Brugada syndrome 6,I49.8,C567735
DOID:0110224,Brugada syndrome 7,I49.8,C567734
DOID:0110225,Brugada syndrome 8,I49.8,C567732
DOID:0110226,Brugada syndrome 9,I49.8,
DOID:0110227,cataract 32 multiple types,Q12.0,
DOID:0110228,cataract 8 multiple types,Q12.0,
DOID:0110229,cataract 6 multiple types,Q12.0,
DOID:0110230,cataract 34 multiple types,Q12.0,
DOID:0110231,cataract 1 multiple types,Q12.0,
DOID:0110232,cataract 29,Q12.0,
DOID:0110233,cataract 27,Q12.0,
DOID:0110234,cataract 4 multiple types,Q12.0,
DOID:0110235,cataract 2 multiple types,Q12.0,
DOID:0110236,cataract 39 multiple types,Q12.0,
DOID:0110237,cataract 42,Q12.0,
DOID:0110238,cataract 18,Q12.0,
DOID:0110239,cataract 12 multiple types,Q12.0,
DOID:0110240,cataract 20 multiple types,Q12.0,
DOID:0110241,cataract 41,Q12.0,
DOID:0110242,cataract 13 with adult i phenotype,Q12.0,
DOID:0110243,cataract 46 juvenile-onset,Q12.0,
DOID:0110245,cataract 38,Q12.0,
DOID:0110246,cataract 26 multiple types,Q12.0,
DOID:0110248,cataract 30,Q12.0,
DOID:0110249,cataract 11 multiple types,Q12.0,
DOID:0110250,cataract 16 multiple types,Q12.0,
DOID:0110251,cataract 15 multiple types,Q12.0,
DOID:0110252,cataract 37,Q12.0,
DOID:0110253,cataract 14 multiple types,Q12.0,
DOID:0110254,cataract 25,Q12.0,
DOID:0110255,cataract 5 multiple types,Q12.0,
DOID:0110256,cataract 21 multiple types,Q12.0,
DOID:0110257,cataract 24,Q12.0,
DOID:0110258,cataract 10 multiple types,Q12.0,
DOID:0110259,cataract 43,Q12.0,
DOID:0110260,cataract 7,Q12.0,
DOID:0110261,cataract 35,Q12.0,
DOID:0110262,cataract 45,Q12.0,
DOID:0110263,cataract 19 multiple types,Q12.0,
DOID:0110264,cataract 33,Q12.0,
DOID:0110265,cataract 31 multiple types,Q12.0,
DOID:0110266,cataract 9 multiple types,Q12.0,
DOID:0110267,cataract 44,Q12.0,
DOID:0110268,cataract 22 multiple types,Q12.0,
DOID:0110269,cataract 3 multiple types,Q12.0,
DOID:0110270,cataract 17 multiple types,Q12.0,
DOID:0110271,cataract 23,Q12.0,
DOID:0110272,cataract 40,Q12.0,
DOID:0110273,autosomal dominant limb-girdle muscular dystrophy,G71.0,
DOID:0110274,autosomal recessive limb-girdle muscular dystrophy,G71.0,
DOID:0110275,autosomal recessive limb-girdle muscular dystrophy type 2A,G71.0,
